Dice,Jaccard,MSI,FN,FP,TN,TP,Recall_Sensitivity_TPR,Specificity_TNR,Fallout_FPR,Precision_PPV,Accuracy_ACC,AUC,KAP,ARI,ICC,VS,MI,VOI,PBD,GCE,HD,AVD,MHD
0.936073059360731,0.879828326180258,0.672183744685157,253,1371,116086,11890,0.979164951000576,0.988327643307764,0.0116723566922363,0.896614131664279,0.987469135802469,0.98374629715417,0.929141744701,0.914997322362829,0.936024455267162,0.955991182490946,0.379529819540092,0.165942943807547,0.000267814442850311,0.0239637946040249,NaN,NaN,0.099515930630113
