Dice,Jaccard,MSI,FN,FP,TN,TP,Recall_Sensitivity_TPR,Specificity_TNR,Fallout_FPR,Precision_PPV,Accuracy_ACC,AUC,KAP,ARI,ICC,VS,MI,VOI,PBD,GCE,HD,AVD,MHD
0.77959,0.63879,0.076528,2305,3258,114199,9838,0.81018,0.97226,0.027738,0.75122,0.95708,0.89122,0.75585,0.71648,0.77942,0.96224,0.24084,0.43931,0.0011087,0.079243,NaN,NaN,0.64713
